id,count
0,80.37709
1,202.54979
2,77.394936
4,91.388435
5,112.36268
10,123.44066
11,132.56099
12,183.37689
15,55.766018
17,39.601734
18,198.70976
23,190.1276
25,140.08377
26,64.83319
31,184.38509
39,159.94746
40,40.36489
41,147.10947
42,
43,164.66808
51,191.35745
52,51.608227
54,72.144455
60,150.30644
61,160.29483
62,131.2186
63,36.575527
65,131.54237
66,117.09501
68,155.85214
71,39.698833
80,71.74762
82,
94,166.55258
98,188.84543
101,63.544147
102,159.41237
107,122.0776
112,190.2977
113,56.034462
115,
116,149.83766
120,90.278336
121,55.652405
122,203.98373
132,162.02304
143,57.503983
147,
150,54.547615
151,55.99058
152,188.95937
153,78.24417
155,65.094025
156,132.03426
159,176.43375
161,88.19551
163,79.72776
177,162.08247
186,67.24067
188,69.22897
190,80.32047
191,83.459435
192,154.9489
195,192.8187
200,166.98358
209,192.25829
210,48.430286
211,195.70499
214,156.54895
215,74.00421
218,127.887794
219,33.70062
222,99.44251
225,49.553326
228,203.53625
236,188.75119
241,78.64372
242,165.4453
243,197.51465
245,70.27205
247,200.29329
251,163.954
252,84.44264
253,48.382652
254,63.912964
258,191.35072
260,
261,156.81287
265,63.087593
266,186.80843
267,168.46715
269,156.55392
270,
275,129.52606
278,69.83028
279,39.912834
286,98.71664
287,65.60156
288,190.43669
289,166.79622
293,82.00728
294,156.01622
297,
302,89.445564
303,56.905235
304,118.51232
307,126.305466
309,53.99463
311,180.55727
312,141.3423
314,186.65855
315,193.21057
319,181.79312
322,142.6812
323,
325,159.52048
327,188.46162
330,51.0748
332,179.19801
333,77.62984
338,142.49394
341,69.88248
345,151.65495
348,153.47052
349,87.67405
350,118.11209
352,
355,38.808353
356,
358,
363,154.87311
369,170.87077
371,57.541126
372,168.2399
375,199.70442
380,157.68784
388,78.874695
391,
392,159.38272
393,194.47775
394,76.30007
396,57.692635
401,49.102608
407,43.07616
409,80.17846
410,115.56224
416,100.44827
418,116.09386
420,173.13664
421,179.00108
422,167.94272
424,202.74731
428,166.13235
429,182.10823
431,150.40204
435,21.539352
439,108.3131
441,52.846188
447,57.179596
449,164.8795
451,177.7563
452,70.49195
454,157.34424
458,183.40002
463,160.08464
467,55.518898
470,136.83083
471,146.07373
474,192.76244
478,81.39623
483,90.846306
484,141.52058
485,73.862076
486,152.74913
491,104.99774
494,88.92982
495,165.71278
497,167.0816
499,181.72832
515,125.649895
518,176.7784
521,99.518166
525,
529,183.77222
532,155.7996
534,53.563282
540,71.911995
544,200.01056
547,170.30849
549,88.3507
563,45.363113
564,180.08153
567,91.67774
572,135.12149
577,151.17805
578,199.20226
585,183.66484
588,171.70628
589,146.54645
590,127.5264
592,61.479507
594,140.76326
596,60.032875
598,179.0648
599,163.21991
605,71.6868
606,137.95338
607,171.11217
608,183.71141
609,
610,183.05344
611,92.08653
614,
615,163.33041
616,182.81003
617,144.62563
618,168.19806
624,97.20807
629,170.70695
631,87.975075
633,72.49566
637,66.60436
638,124.575935
643,
644,166.32295
645,54.86835
646,160.50494
648,154.68497
650,73.95885
651,84.05456
652,207.97403
656,150.53143
657,84.82473
659,63.638763
660,150.203
662,133.33195
665,192.9272
675,
681,160.289
682,168.13669
685,69.45698
686,183.28412
689,60.642178
696,152.10925
703,168.17908
704,103.86517
705,150.65617
714,177.29195
717,64.800415
718,63.303402
720,80.19449
721,195.66585
723,184.46648
726,77.19886
728,156.88142
730,90.1773
731,72.61961
734,202.10625
737,44.527145
738,76.07227
745,172.57066
746,59.397823
749,173.25682
752,53.181725
753,66.122406
758,177.25644
765,68.865906
766,178.66998
768,56.523205
769,182.74849
774,163.86371
775,116.36327
781,
784,187.41263
794,96.48066
795,201.14851
796,60.885857
802,137.06439
803,101.913826
805,49.703922
806,200.18655
807,114.810196
809,45.473473
810,179.2938
812,75.28846
814,95.11488
818,181.57845
819,187.43597
825,4.715259
836,73.49276
839,147.34508
847,195.99068
848,72.73937
851,154.42691
852,158.07677
853,54.20335
857,170.77116
858,84.54972
859,178.8508
861,11.945414
867,129.4295
870,155.57283
871,196.12679
872,196.82188
874,203.10591
881,190.96779
886,156.12688
890,
895,162.05418
899,64.9696
900,187.06282
901,198.4189
902,181.00961
903,83.863625
913,201.62163
918,196.96114
923,154.92447
924,58.311375
926,58.16597
927,78.18734
930,157.53873
934,39.653015
937,159.48257
939,134.4632
941,90.28173
942,203.14029
946,178.18349
950,112.22949
953,68.410095
959,57.610035
961,37.720272
962,80.11735
964,116.061745
969,153.18922
971,149.1322
976,61.947224
978,182.34387
980,185.54492
981,155.92935
990,197.23106
993,63.359833
996,76.673355
998,191.26924
999,176.77382
1006,147.6231
1008,62.29015
1013,81.55271
1015,106.363655
1016,140.9486
1022,190.08669
1026,169.457
1028,189.88089
1031,51.638687
1034,
1037,181.67508
1040,
1042,73.05759
1046,96.83371
1048,108.19923
1049,141.49527
1050,
1051,177.93484
1052,188.03386
1055,91.348175
1060,157.70757
1064,94.54014
1066,55.034126
1071,144.90915
1073,63.23728
1089,168.01929
1091,112.78282
1092,71.80565
1093,194.51025
1096,182.97559
1097,164.46896
1098,63.63422
1099,59.16848
1102,191.73299
1107,74.7724
1109,73.9255
1111,64.8379
1112,136.38802
1114,211.14609
1116,192.2293
1117,145.33867
1118,65.91402
1122,
1124,166.46327
1127,86.05325
1133,174.70518
1134,57.96614
1135,147.39384
1139,182.41985
1143,
1150,83.78129
1151,129.25893
1153,192.37018
1155,68.66902
1162,69.612946
1163,169.48685
1166,17.707066
1171,77.142914
1172,48.684742
1173,194.51631
1174,86.94068
1177,115.618034
1178,125.00358
1184,78.02661
1185,132.15108
1186,85.15532
1187,182.73509
1188,201.26111
1191,161.80609
1207,122.48523
1213,84.773026
1215,152.4449
1223,180.82341
1227,139.29015
1236,
1237,
1238,96.39536
1241,41.396614
1248,77.90316
1250,54.481632
1251,172.72037
1253,92.314896
1255,116.20863
1257,178.66614
1261,99.755005
1262,188.63597
1265,144.55405
1273,201.13097
1277,169.90364
1278,121.0116
1280,83.46564
1284,145.3726
1285,203.84404
1288,85.102165
1295,129.8858
1297,201.84285
1299,194.4581
1304,161.69563
1308,68.424934
1310,110.23423
1311,136.08063
1314,89.24978
1315,117.15665
1318,32.74482
1320,207.33983
1321,190.62434
1322,159.35574
1330,146.99423
1333,185.44603
1334,153.3733
1341,155.70634
1344,148.29013
1351,174.53325
1354,81.98965
1356,
1363,139.4147
1365,167.06667
1369,147.48726
1373,92.87353
1375,138.13524
1377,45.143276
1379,171.80429
1380,181.44592
1381,93.88848
1384,161.30952
1390,175.3712
1393,188.98401
1395,
1399,186.52829
1400,81.30809
1401,106.41948
1404,176.26128
1408,61.99044
1409,31.443539
1413,164.44301
1416,181.63962
1418,102.61547
1423,76.41854
1424,50.736458
1425,46.802834
1433,196.45235
1434,159.39543
1436,191.4311
1442,174.99704
1444,57.567207
1445,153.35898
1452,171.28796
1455,185.8969
1462,
1467,35.88586
1472,79.46088
1475,106.096695
1493,126.64196
1501,177.42055
1503,187.59734
1504,194.5075
1505,45.86929
1511,189.63112
1512,
1513,135.09837
1514,96.66649
1528,183.25014
1533,201.25328
1534,64.04269
1536,170.65575
1537,72.97246
1539,134.18289
1550,163.09167
1552,172.09453
1554,183.6537
1555,191.13559
1556,69.783226
1559,48.497787
1563,178.33281
1566,165.2668
1567,134.11487
1568,62.171238
1571,179.15561
1572,67.20194
1574,
1577,78.39381
1583,83.96654
1585,84.73669
1586,166.94911
1587,181.80124
1596,156.72682
1602,51.53639
1604,71.254074
1605,46.394497
1610,195.68666
1611,112.44086
1616,68.24008
1617,123.04563
1618,53.794403
1622,60.0573
1623,40.071
1628,193.35406
1631,41.674583
1632,179.0157
1633,178.40503
1634,185.13428
1636,180.90088
1637,146.89224
1643,93.25599
1644,124.860275
1646,105.50509
1648,183.52931
1651,69.711136
1656,68.37958
1658,142.52837
1659,68.47073
1665,78.33778
1666,139.35085
1670,96.851166
1674,150.277
1679,188.05014
1680,180.5679
1683,202.82271
1686,50.488945
1691,117.55641
1693,57.08257
1696,67.68917
1697,104.51845
1703,76.019196
1706,45.367832
1709,164.81483
1710,73.79584
1712,
1713,141.28003
1718,188.13239
1719,177.595
1722,193.24207
1723,139.28809
1724,204.63034
1728,46.893196
1730,88.56389
1732,67.634865
1737,35.276737
1745,45.90672
1747,65.64677
1748,71.13593
1755,112.41632
1759,74.33335
1761,180.04732
1764,165.47656
1765,162.34508
1766,45.0722
1768,65.32681
1770,77.73402
1771,157.05347
1774,101.45292
1785,159.93214
1788,195.82289
1792,60.82736
1794,173.6344
1797,129.66846
1798,37.681267
1799,199.41393
1802,114.97498
1806,51.11235
1808,85.61396
1810,185.20631
1818,49.588203
1819,201.32104
1820,201.71257
1822,173.86472
1826,176.76762
1827,154.30801
1835,84.42019
1841,124.83396
1842,119.08782
1843,96.61187
1846,59.31221
1849,53.204132
1850,194.47765
1851,110.83596
1857,
1858,153.13203
1860,102.281105
1861,185.24867
1864,76.265625
1869,189.75139
1871,
1872,40.569717
1875,60.128708
1878,200.75648
1879,186.30754
1885,48.42468
1888,106.58758
1889,42.35512
1890,119.28796
1896,143.59264
1897,187.71834
1898,
1900,85.99431
1905,64.334
1908,82.69017
1909,124.64635
1913,
1918,112.591736
1922,208.17227
1923,144.30501
1925,185.12369
1926,144.4486
1927,187.62326
1930,176.55203
1935,63.463085
1939,108.78724
1942,109.76099
1943,
1948,196.36752
1949,173.97913
1951,121.78733
1953,128.80353
1959,
1963,70.176575
1967,152.1141
1973,165.49086
1975,67.81791
1976,36.603374
1990,127.12409
1993,119.948166
1997,68.212814
1999,143.3533
2001,172.21347
2004,53.011066
2010,112.321365
2013,154.48529
2017,200.27295
2021,97.25139
2023,60.3358
2026,171.46696
2037,56.974735
2039,88.35487
2041,54.672287
2046,69.61148
2050,70.19319
2060,170.06227
2067,122.84002
2069,153.76218
2072,185.63522
2074,157.2914
2079,128.49547
2083,58.618904
2085,81.05881
2087,50.250683
2093,155.15555
2094,75.61184
2097,64.94031
2103,94.48448
2104,
2107,185.74127
2108,38.10406
2110,43.61778
2115,173.7712
2117,73.33735
2125,183.88391
2127,202.47392
2133,44.35532
2134,202.95877
2135,125.32529
2141,185.7836
2143,56.751083
2145,48.72355
2146,93.42309
2147,171.96147
2148,
2149,
2165,110.71357
2166,165.80547
2177,93.97014
