id,count
0,76.71676
1,187.16821
2,70.54627
4,82.52209
5,105.698944
10,110.52394
11,124.78301
12,171.68822
15,56.663628
17,38.030544
18,185.47658
23,178.25984
25,138.967
26,61.360355
31,172.86528
39,151.48172
40,41.55631
41,132.27635
42,
43,151.35162
51,177.51366
52,54.04877
54,69.72853
60,138.89787
61,155.61311
62,125.43903
63,35.793438
65,116.65369
66,106.43916
68,152.19415
71,39.464783
80,67.79995
82,
94,154.10704
98,173.29492
101,65.735954
102,147.26616
107,106.48596
112,180.38551
113,62.497486
115,
116,136.45499
120,78.672386
121,64.94611
122,187.58266
132,152.56577
143,51.21427
147,
150,52.332687
151,49.67048
152,174.6887
153,68.36684
155,65.23431
156,111.87511
159,164.35341
161,76.22637
163,66.454956
177,148.25624
186,66.99082
188,56.72374
190,69.6283
191,80.00137
192,149.4652
195,179.64336
200,159.22252
209,177.41801
210,54.88258
211,187.47502
214,152.51115
215,68.231285
218,123.56682
219,34.232998
222,86.4094
225,49.432697
228,190.33275
236,173.60399
241,67.492455
242,153.28995
243,184.4478
245,60.104763
247,185.86916
251,158.3405
252,72.75878
253,48.43888
254,65.121704
258,175.22923
260,
261,148.3644
265,51.905754
266,175.5667
267,165.74904
269,144.842
270,
275,123.34644
278,63.03591
279,38.841328
286,89.81284
287,53.988194
288,176.34943
289,157.81442
293,69.587845
294,149.52736
297,
302,90.688225
303,57.955074
304,110.97611
307,116.283
309,51.57191
311,167.93677
312,131.8624
314,171.88515
315,179.32127
319,168.6217
322,131.35506
323,
325,153.34474
327,178.32896
330,48.64376
332,167.7661
333,66.33425
338,130.91176
341,67.83189
345,136.80627
348,143.37517
349,75.7677
350,105.79357
352,
355,38.842297
356,
358,
363,146.89867
369,158.9644
371,54.53667
372,161.2989
375,185.7205
380,154.13441
388,65.98396
391,
392,156.14891
393,180.47546
394,75.4659
396,50.52067
401,50.673935
407,33.310963
409,65.1721
410,111.2525
416,101.714424
418,104.34575
420,159.6433
421,170.86232
422,159.15764
424,187.58517
428,161.8638
429,174.22762
431,148.9499
435,19.317446
439,96.080635
441,47.75855
447,56.693073
449,161.88588
451,167.66344
452,66.39457
454,151.10059
458,172.75166
463,147.8751
467,57.32301
470,125.010506
471,134.48079
474,178.00185
478,73.769005
483,89.53196
484,134.57336
485,62.153324
486,141.74501
491,105.72359
494,85.788826
495,163.9282
497,160.00677
499,174.41975
515,118.681015
518,163.36981
521,87.12586
525,
529,168.35312
532,144.6147
534,48.23273
540,59.364162
544,188.3289
547,158.00247
549,71.88961
563,44.652
564,167.29613
567,93.803314
572,131.91466
577,147.60303
578,185.02977
585,175.28049
588,164.903
589,143.27475
590,114.84724
592,65.37561
594,126.039
596,60.202793
598,172.72499
599,151.03052
605,69.51323
606,132.80193
607,166.20712
608,170.30743
609,
610,169.15619
611,86.674095
614,
615,152.52727
616,170.57794
617,133.82701
618,160.41179
624,96.453285
629,155.46187
631,74.11763
633,74.42551
637,61.42214
638,123.28489
643,
644,156.59676
645,51.658394
646,153.33777
648,143.02122
650,64.69834
651,84.55627
652,191.3153
656,145.14378
657,76.5845
659,62.214077
660,142.95982
662,123.17667
665,177.29227
675,
681,149.47966
682,155.71239
685,58.06427
686,167.76036
689,57.487743
696,137.34447
703,162.58766
704,103.966736
705,143.72046
714,163.68037
717,63.990303
718,66.459145
720,68.452576
721,181.74106
723,170.19044
726,80.40473
728,152.9828
730,85.95542
731,66.527824
734,189.33842
737,42.757504
738,64.093216
745,170.85754
746,61.811604
749,159.43108
752,54.536633
753,70.542336
758,163.93724
765,72.01791
766,168.71164
768,51.564335
769,170.28906
774,150.28073
775,103.06389
781,
784,174.51591
794,85.14703
795,184.40306
796,55.553486
802,127.65537
803,90.841255
805,51.051586
806,182.92647
807,111.397934
809,47.086353
810,166.53214
812,76.63368
814,93.15977
818,166.83128
819,175.58498
825,-0.56321126
836,81.30448
839,138.7508
847,182.3752
848,74.26647
851,150.0756
852,145.6544
853,47.617332
857,155.78267
858,73.757614
859,166.58746
861,8.929571
867,122.95629
870,153.87952
871,180.40858
872,185.6733
874,191.35191
881,177.47493
886,141.61713
890,
895,148.33781
899,56.40198
900,172.78693
901,181.19884
902,169.81627
903,72.51653
913,186.9073
918,184.27406
923,145.77243
924,53.757908
926,50.342896
927,66.19014
930,153.9023
934,40.717476
937,155.61287
939,128.02557
941,78.36103
942,188.07536
946,170.85019
950,109.02567
953,66.609184
959,55.723217
961,39.34377
962,75.86953
964,102.1922
969,147.88069
971,133.7838
976,59.26715
978,168.74422
980,177.76704
981,146.88899
990,182.01788
993,57.30878
996,66.639984
998,181.70082
999,161.66937
1006,135.6423
1008,63.326885
1013,69.082504
1015,103.212906
1016,137.5879
1022,176.80965
1026,164.56201
1028,177.7834
1031,34.73686
1034,
1037,171.12032
1040,
1042,63.522167
1046,85.6182
1048,103.26237
1049,130.53296
1050,
1051,165.9142
1052,176.16774
1055,85.34969
1060,143.08772
1064,82.8446
1066,58.384937
1071,138.81314
1073,61.058914
1089,159.65921
1091,108.27393
1092,59.85397
1093,178.55339
1096,174.68555
1097,158.62732
1098,51.823257
1099,57.900005
1102,176.65071
1107,75.274925
1109,71.38824
1111,50.292347
1112,123.48537
1114,196.78148
1116,177.1768
1117,141.6693
1118,65.89429
1122,
1124,155.63425
1127,89.182274
1133,169.17686
1134,54.515892
1135,144.8702
1139,175.9753
1143,
1150,82.11283
1151,116.3099
1153,179.79298
1155,58.496273
1162,56.61762
1163,157.2278
1166,14.171156
1171,63.09212
1172,49.55267
1173,181.96353
1174,81.104095
1177,102.11376
1178,114.72769
1184,79.89592
1185,121.700874
1186,82.490654
1187,167.96114
1188,187.76544
1191,150.36842
1207,112.63569
1213,72.19725
1215,146.94475
1223,171.35954
1227,125.34517
1236,
1237,
1238,84.50006
1241,46.553974
1248,66.789635
1250,54.4963
1251,159.90506
1253,90.93412
1255,112.12823
1257,171.32698
1261,96.196785
1262,175.23958
1265,136.75731
1273,184.78578
1277,167.37444
1278,117.92635
1280,82.92828
1284,144.77159
1285,187.16902
1288,77.97033
1295,117.981316
1297,189.52615
1299,181.14363
1304,156.55733
1308,58.27519
1310,107.54621
1311,127.78312
1314,77.77884
1315,114.73069
1318,26.917904
1320,192.32909
1321,175.911
1322,153.05162
1330,139.11691
1333,172.06932
1334,146.65558
1341,148.80022
1344,138.42677
1351,161.26479
1354,72.77245
1356,
1363,129.01869
1365,165.89232
1369,136.4856
1373,92.90674
1375,128.09612
1377,42.57224
1379,158.9319
1380,174.89806
1381,93.38977
1384,148.59407
1390,163.2162
1393,175.16176
1395,
1399,171.41284
1400,79.34339
1401,93.71906
1404,161.73526
1408,60.973972
1409,28.532864
1413,156.57234
1416,169.27834
1418,103.52917
1423,74.19787
1424,49.244328
1425,51.99258
1433,183.61044
1434,145.0587
1436,176.61403
1442,171.00533
1444,48.22016
1445,152.00774
1452,160.20633
1455,172.81474
1462,
1467,34.053623
1472,69.45832
1475,94.408005
1493,127.10107
1501,163.08083
1503,174.41687
1504,179.14784
1505,45.633724
1511,176.68646
1512,
1513,127.815506
1514,85.28779
1528,170.1996
1533,187.07452
1534,51.87829
1536,161.03276
1537,62.051685
1539,122.30498
1550,162.08847
1552,159.12608
1554,173.58083
1555,178.6435
1556,64.401955
1559,51.903664
1563,168.25386
1566,161.85353
1567,122.96463
1568,58.033855
1571,166.2205
1572,54.983418
1574,
1577,72.462074
1583,76.20983
1585,71.96437
1586,165.86949
1587,167.93571
1596,146.34053
1602,57.778564
1604,73.09628
1605,42.095226
1610,183.7595
1611,107.46894
1616,70.888855
1617,121.09334
1618,54.843678
1622,49.3198
1623,39.997036
1628,181.60393
1631,39.54088
1632,167.53423
1633,165.16426
1634,172.32146
1636,168.33652
1637,135.96455
1643,81.151306
1644,122.2881
1646,92.97259
1648,169.42934
1651,67.338036
1656,57.031322
1658,130.37378
1659,57.02125
1665,79.319786
1666,127.17391
1670,87.45222
1674,146.60725
1679,178.03627
1680,174.71082
1683,187.69246
1686,48.210064
1691,115.61324
1693,48.665844
1696,69.524086
1697,104.72282
1703,74.57328
1706,46.07623
1709,155.47058
1710,64.23131
1712,
1713,135.12859
1718,179.21794
1719,163.84709
1722,181.13466
1723,132.65675
1724,187.35623
1728,47.245167
1730,76.37753
1732,55.763382
1737,33.030895
1745,41.73625
1747,66.6065
1748,66.50236
1755,107.890434
1759,69.21897
1761,173.44688
1764,153.79881
1765,154.87828
1766,39.71982
1768,54.442966
1770,65.772575
1771,153.29247
1774,96.628044
1785,147.65465
1788,180.23581
1792,61.739952
1794,161.7743
1797,123.11523
1798,40.576466
1799,187.39699
1802,113.755486
1806,54.501507
1808,73.39314
1810,172.36917
1818,38.772427
1819,186.47832
1820,188.94511
1822,165.23787
1826,172.42448
1827,144.92235
1835,72.31077
1841,112.08163
1842,111.84793
1843,83.91627
1846,47.35566
1849,53.347042
1850,180.5663
1851,101.62367
1857,
1858,150.02295
1860,99.02613
1861,170.17902
1864,76.396355
1869,176.23567
1871,
1872,26.841398
1875,53.27728
1878,186.49023
1879,175.52013
1885,37.7364
1888,93.1793
1889,38.21317
1890,112.896095
1896,133.79256
1897,175.79866
1898,
1900,72.41729
1905,64.34113
1908,80.99333
1909,121.41476
1913,
1918,102.31215
1922,195.2261
1923,139.28505
1925,172.03102
1926,133.91267
1927,179.7224
1930,167.36003
1935,66.84366
1939,97.06588
1942,104.69582
1943,
1948,187.72328
1949,169.21208
1951,115.66572
1953,117.551155
1959,
1963,59.7715
1967,149.28989
1973,163.03978
1975,67.872826
1976,34.1661
1990,115.97503
1993,110.904305
1997,68.01963
1999,139.21382
2001,159.41356
2004,47.90623
2010,108.37106
2013,140.86142
2017,184.48212
2021,101.86172
2023,62.96399
2026,159.25275
2037,57.015015
2039,76.92501
2041,53.72613
2046,58.57586
2050,70.41145
2060,161.33156
2067,115.58386
2069,145.8244
2072,174.90288
2074,154.26137
2079,121.520584
2083,57.813732
2085,79.63285
2087,47.277332
2093,143.23048
2094,63.293835
2097,68.51079
2103,92.00819
2104,
2107,176.7889
2108,40.60419
2110,42.604237
2115,169.04375
2117,61.59602
2125,177.21716
2127,189.15695
2133,44.936474
2134,190.8617
2135,118.448845
2141,173.86974
2143,53.753754
2145,42.055084
2146,80.80185
2147,162.48097
2148,
2149,
2165,104.1377
2166,153.96494
2177,89.68827
