id,count
0,84.426506
1,207.40239
2,63.43317
4,91.52737
5,96.9277
10,110.327805
11,117.16385
12,198.33856
15,68.76876
17,26.66989
18,191.13824
23,181.95697
25,163.39667
26,72.41265
31,166.29356
39,173.7391
40,50.861744
41,115.688805
42,
43,151.34814
51,189.0237
52,58.350346
54,73.58579
60,140.57732
61,176.60849
62,129.06331
63,39.08165
65,116.04459
66,105.82268
68,172.31418
71,44.714783
80,83.09907
82,
94,162.53275
98,178.5575
101,85.6239
102,147.56201
107,82.080696
112,208.79616
113,78.4242
115,
116,138.41582
120,65.04005
121,75.49974
122,196.18452
132,146.61209
143,41.448647
147,
150,70.584785
151,60.166115
152,182.02242
153,66.584984
155,79.28824
156,82.123436
159,169.02643
161,61.212326
163,59.300404
177,148.98712
186,74.42962
188,43.9542
190,57.27112
191,86.24374
192,168.49063
195,194.0586
200,156.2606
209,183.10954
210,70.859406
211,218.52155
214,156.43408
215,78.85273
218,143.02844
219,43.419876
222,76.94361
225,55.40694
228,196.55272
236,182.12354
241,53.747627
242,158.57922
243,194.71284
245,48.36394
247,186.84634
251,172.19559
252,60.075882
253,70.11065
254,73.784035
258,183.56232
260,
261,166.83014
265,44.29109
266,175.49722
267,189.79065
269,142.50552
270,
275,138.04256
278,61.82302
279,53.573875
286,82.650024
287,40.419098
288,174.49873
289,156.6787
293,59.918343
294,174.79501
297,
302,110.42814
303,74.73423
304,101.44736
307,119.866486
309,59.309883
311,179.68513
312,119.41428
314,182.53479
315,188.42592
319,164.21622
322,133.37265
323,
325,182.21828
327,175.21252
330,52.3546
332,171.92915
333,55.511856
338,140.34158
341,82.40705
345,125.237564
348,138.09384
349,72.50872
350,98.94776
352,
355,45.842445
356,
358,
363,151.06204
369,171.40384
371,71.85584
372,182.99109
375,188.86115
380,179.95087
388,60.437546
391,
392,168.81897
393,189.0104
394,85.58775
396,44.475906
401,56.923534
407,26.361492
409,59.6429
410,118.96374
416,112.19502
418,99.54124
420,166.08566
421,194.33795
422,169.49382
424,194.45538
428,184.9578
429,202.61694
431,156.8648
435,10.540921
439,85.56861
441,45.1332
447,68.052704
449,185.71597
451,189.21136
452,67.8345
454,175.28915
458,203.2956
463,156.7774
467,76.23734
470,112.40392
471,129.68207
474,180.99869
478,79.267494
483,100.89952
484,157.01517
485,58.176693
486,154.63206
491,126.48987
494,104.751015
495,181.67169
497,166.88164
499,199.44759
515,127.375084
518,162.51688
521,77.39724
525,
529,174.7456
532,145.73581
534,46.70716
540,54.40984
544,191.596
547,158.15259
549,68.94659
563,56.53405
564,182.97427
567,110.96225
572,155.6321
577,171.75272
578,194.83992
585,195.88889
588,190.83582
589,170.70999
590,112.369225
592,81.69752
594,112.18879
596,67.09529
598,200.73972
599,156.23291
605,71.553116
606,137.48012
607,180.81146
608,167.66882
609,
610,173.07602
611,85.58631
614,
615,152.07071
616,174.1525
617,140.05997
618,178.15509
624,111.72321
629,163.54773
631,75.90502
633,90.05492
637,64.40111
638,142.82254
643,
644,154.78656
645,53.833138
646,163.36758
648,142.12599
650,52.53195
651,96.68244
652,194.99083
656,140.36375
657,83.499054
659,79.41986
660,164.83162
662,129.06154
665,186.0058
675,
681,136.9526
682,163.35332
685,41.937576
686,176.72604
689,62.62435
696,136.51059
703,169.8816
704,123.55757
705,139.25656
714,160.02335
717,70.73997
718,84.352806
720,55.3674
721,197.64708
723,168.1735
726,97.075615
728,178.79254
730,96.21287
731,65.89536
734,195.96753
737,51.32546
738,55.029663
745,197.38257
746,78.418205
749,160.07571
752,68.26928
753,85.1161
758,160.54582
765,93.97695
766,191.64041
768,60.18569
769,172.6348
774,159.60187
775,99.763306
781,
784,181.34422
794,81.83106
795,192.0634
796,56.355286
802,115.96693
803,85.32873
805,67.187706
806,184.50856
807,122.9781
809,53.106277
810,179.18939
812,88.26109
814,107.72365
818,167.83626
819,195.31348
825,-11.583248
836,100.111786
839,154.28046
847,184.39212
848,83.3032
851,174.28557
852,147.49496
853,39.44998
857,159.9189
858,79.83102
859,172.73509
861,-0.3736112
867,141.94444
870,171.48727
871,177.89542
872,197.02905
874,197.22163
881,187.12709
886,144.06633
890,
895,152.86566
899,59.022015
900,177.86565
901,183.5169
902,173.49258
903,61.436333
913,189.1362
918,185.09851
923,144.32828
924,54.38626
926,40.59467
927,56.30668
930,168.88692
934,51.05503
937,155.47617
939,127.00691
941,70.02204
942,198.23717
946,186.82237
950,124.47303
953,80.432884
959,44.35747
961,45.600693
962,72.876396
964,77.42164
969,169.50815
971,138.30585
976,60.228233
978,167.89262
980,183.67166
981,160.74289
990,192.44818
993,52.529358
996,55.09502
998,207.06288
999,167.47972
1006,135.60223
1008,83.783325
1013,59.290432
1015,120.28621
1016,163.8847
1022,192.31206
1026,170.0482
1028,191.46188
1031,24.381224
1034,
1037,178.306
1040,
1042,52.74623
1046,81.93104
1048,109.4282
1049,134.86584
1050,
1051,186.32358
1052,172.54483
1055,95.51367
1060,146.2725
1064,80.0584
1066,72.67156
1071,155.52365
1073,68.96051
1089,183.32993
1091,129.22064
1092,42.3601
1093,176.78194
1096,192.37912
1097,168.65224
1098,38.865402
1099,82.903496
1102,191.27307
1107,86.863976
1109,73.7043
1111,44.151566
1112,121.74224
1114,202.80145
1116,184.517
1117,165.52534
1118,81.54142
1122,
1124,157.37532
1127,103.606865
1133,196.994
1134,52.217712
1135,146.28223
1139,196.39592
1143,
1150,89.619896
1151,111.402565
1153,183.03586
1155,47.912468
1162,46.76147
1163,157.74792
1166,3.4858315
1171,56.789326
1172,60.602604
1173,181.3961
1174,91.12954
1177,95.87492
1178,93.863045
1184,97.778015
1185,119.466644
1186,86.554054
1187,176.74106
1188,189.47917
1191,153.12094
1207,112.78719
1213,69.738884
1215,162.36298
1223,188.9159
1227,123.47665
1236,
1237,
1238,79.612495
1241,62.482487
1248,58.16223
1250,66.775475
1251,171.74365
1253,104.38456
1255,127.94533
1257,202.48605
1261,110.07651
1262,193.98367
1265,155.44247
1273,184.42415
1277,190.7974
1278,129.82071
1280,100.91024
1284,155.60419
1285,198.66354
1288,83.054565
1295,113.06675
1297,215.60687
1299,182.8375
1304,165.37231
1308,52.577644
1310,123.47979
1311,140.69652
1314,65.95305
1315,122.6098
1318,16.719854
1320,200.22568
1321,181.88925
1322,176.35333
1330,151.61948
1333,167.00093
1334,154.44528
1341,173.47807
1344,130.32837
1351,167.77844
1354,60.34485
1356,
1363,125.27916
1365,183.01166
1369,143.3634
1373,110.896355
1375,125.44448
1377,53.192543
1379,173.36769
1380,196.86726
1381,111.8937
1384,147.46312
1390,175.23358
1393,174.29428
1395,
1399,178.18088
1400,95.87501
1401,89.8528
1404,170.3841
1408,61.140522
1409,15.496126
1413,162.37384
1416,173.24559
1418,116.97735
1423,76.50517
